Username,Id,Tweet,Location
iecahwoo,1174764817,"RT @kimyaqee2: No one :

Face mask during Covid-19 :",Kuala Lumpur
brittsinternet,914702216992313344,@gonads900 Nice mask 😷😷,"Allston, MA"
Starwat96241874,1083411445411328001,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Denver, CO"
kristirice47,3302320305,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"North Carolina, USA"
ekenechukwu007,4879430795,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,everywhere
Saiwmass,2565404993,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Memphis, Tennessee"
h4iasi,304867544,lmfao my dad is flexing with his corona mask “peep it” 😭😭😭 https://t.co/0kRmouf8JX,*focus*
Bwallace222,509355519,I honestly doubt this even happened to you lmaoooo,"New Lenox, IL"
Imjeronomo2,2960024092,What Are The Best Materials for Making DIY Masks? ~&gt;https://t.co/gZGKl6ekAM,United States
JonPludowski,1427300497,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Hamilton, Ontario Canada"
BBasket69,740194402929418240,RT @Nicholas___D: German government banned most exports of protective medical equipment. https://t.co/uZm4xTRxva,Athens-Greece
cmoney_htx,3304571700,Dockless face mask #Covid19 https://t.co/FXy0AMDv2J,"Washington, DC"
Zhou57466436,1216892137901420544,"@realDonaldTrump ........🙄🙄🙄why don’t you wear a mask?  It’s about spreading the virus by exhaled droplets, is it spitting from your hands?","Regina, Saskatchewan"
Leonine111,241524323,Italy: This 3D-Printed Adapter Turns Snorkeling Mask Into a Ventilator https://t.co/Kk9orx2lLb,"Melbourne, Australia"
AlasdairNo3man,31484179,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,United Kingdom
jasonajones6,1337186053,"RT @misener_patti: @EugJHawk @WhiteHouse @realDonaldTrump Now he's doing 2 pressers a day?
He's getting desperate!
https://t.co/rIGkk1D13I","Lapoint, Utah, USA"
true_tweetn,1081277045156515840,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,🇺🇸#MichaelIsInHeaven💔
niktaylorde,2808653356,RT @niktaylorde: What was he wearing? If he didn't have a face mask on he was pretty much asking for it,liberals/conservatives abstain
KevLite11,76236553,RT @Thakhani_R: Putin doesn’t play 😂 Dealing with sudden face mask price hikes #Covid_19  https://t.co/i1NgG4t7Sw,Fl.
_isabellagri,895090230440599552,This beats not being allowed to wear a face mask or gloves with patient interaction :-),"cali, colombia "
reeves526,130917762,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Orange County
bluemoon724,398902122,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,New Yorker living in SC
lilbattyy,1022655568744464384,RT @trforceprincess: (game; majora's mask (n64 version)) https://t.co/hoVtOH05CC,Hell
wiseoldsnail,396949974,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,turtle island
SKIPdaZIP,145708791,@realMikeLindell @RobManess @MyPillowUSA For the best face mask in the whole wide world visit myyyyy pillow dot com.,That's classified
AdiSyahmiYusri,534989809,"RT @kimyaqee2: No one :

Face mask during Covid-19 :","Puchong,Selangor,Malaysia"
KevinSells_RE,789143266348281856,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Folsom, CA"
DisabledResist,954257879317602304,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get","Springfield, Ohio"
Jax6655,1482492223,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Detroit Metro
Irrelevantx_,220567026,RT @Kashionn: Y’all look dumb as shit with gloves and a mask on. Literally just transferring germs.,da batcave
bbyzelle,875136677907509249,that glam glow face mask is no joke,Maryland
RobertScott08,863207872070651904,"RT @DoodyGiuliani1: @davidmackau ""Let he who hasn't worn a mask at work cast the first stone."" - @RepMattGaetz https://t.co/yZVzdh1Ven","Rossford, OH"
SpaceJamJordan,33210500,RT @Kashionn: Y’all look dumb as shit with gloves and a mask on. Literally just transferring germs.,"ova west, baltimore"
cinemaofdreams,104957425,RT @effiedog: THIS is what I want to see.,AT THE MOVIES
SkinzNhydez,17012489,Leather Oni Kabuki mask PDF Template  - Digital Leather Pattern https://t.co/XaXLRjYoYq via @Etsy,"Victoria, BC"
abadyoye,280451957,"A guy is asking Doctor to wear and he is saying 
“There are no mask available.” https://t.co/80afOJRMkD",Quranatined 
MjYoung52,3309917126,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Shores of Puget Sound
kachi_billions,548733768,Wear your face mask,canada IJN - AMEN
tobor_a_ton,1071449108,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get",United States
duffymar3,4691390214,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Arizona, USA"
afkhhan,346247455,Where is this stuff???????,London 
LivingLoving314,31878193,Welcome to being black in America,the trenches 314
SassyWesky,1210717337529262080,He is removing the filling right now. https://t.co/cxMccDMHp6,INFORMATION CLASSIFIED
ChinatownNYC,494378037,The N95 mask: The untold origin story  https://t.co/2uz1lpLmNM,"Chinatown, New York City"
femi_alberto007,196095235,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Lagos 
Nanya_xo,936355824221540352,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,"Lagos, Nigeria"
Mr_Bob_Dobalina,1935452844,@CaffeineAndHate I'm surprised it's not a make your own N95 mask cutout.,Sector ZZ9 Plural Z Alpha
mediocremayo,974525209393872897,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Michigan, USA"
ladydiane2017,815280375073214464,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Texas, USA"
PeggyMackenzie,42470505,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Toronto, Ontario"
theandreawaters,2614966644,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Santa Monica, CA"
2G_ibraheem,2782668375,@OnzeeG @Halfourlabi Upon world pandemic Ure still introducing urself as new here.. Where is ur face mask and sanitizer ?,"Kaduna, Nigeria🇳🇬"
Sweet_FLOXY,1153618170785214464,Even the rich are gathered in FEAR. OLUWA OOOO,"Ondo, Nigeria"
weare_PSU,78417465,@Jeff_Dewees Guy at giant today had gloves and a mask on....twice he turned around in an aisle so he wouldn’t have to pass me,reading pa
__richyk,2238462612,I got in this lyft and he got a mask on. I wonder if it’s cause his car smell like shit 🥴,moon
ILOVEMYCANADA,3677109623,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Barrie, Ontario, Canada"
get_it_maggie,148172280,"#NewProfilePic 

*mask from son's clinic visit, 4 wks ago, post-NY trip 
(before the ppe bottom dropped out)",East Tennessee
bprophetable,987844879,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,active locally globally
momoka1223ma,433439836,@tangyimybae @G_C_K_BL @missnati5real @dxtrkm_fan @KEYPOPO8 @0_0Hollis0_0 @iqeki @BloomingPat @MadReisz7 A mask? 🤔,Poland
dharveyrno,3971530515,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Nevada, USA"
MzVIB,14957723,We have amazing president @POTUS thanks for putting Americans and America 1st! #Trump2020,"Texas, USA"
mohd_akeeb,751679127862800384,RT @precious_mecci: Why didn’t you snap your gun and mask dear?,"Birnin-Kebbi, Nigeria"
OneAndOnlyWubs,792150964392202240,"@MissFortuneAte I dont know why, but the mask part of it reminds me of bionicles for some reason.",Everywhere and Nowhere
horchatamamas,1116176275561803776,Who has a ski mask I can use for this tik tok I want to make,"Denver, CO"
riftgood,1143259560171462656,"@ThinkAtheist If he truly believes in this, why does he wear a mask?",He/Er/male
tellthetruth69,839624139560390658,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,United States
rach_pharm,27209173,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,My mind
hear_learn,789897069087469569,"“Altoids, because you can smell your own breath in an N95 mask.” https://t.co/3fNBdAjS8m",She/Her
26pglt,266253067,"Local manufacture &amp; supply of PPE, now.

Hospitals 'days away' from running out of masks https://t.co/4HyvxQVSJB",Melbourne Aust. Woiworung land
doejeongguk,431685765,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",She/Her🌸
ItslikeABC123,1166820879336116224,"RT @MeowyMc: Dr. Fauci unveils a mask that could save millions of lives! 
#NotDying4WallStreet #Fauci #TrumpLiesAmericansDie https://t.co/a…",Library or Starbucks
__armanil,1216175966814425088,Y’all I’m so mad my granny do too much 😂 they got me wearing gloves and a mask,"Houston, TX"
djmcglade,241886822,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Northern Ireland
Kim2020A,330763912,@GirentheGray using mask haaaa? 😅,"Malang, Indonesia 🇮🇩"
mlbride1974,92076971,RT @mullhund: WHO THE FUCK AT CORPORATE THOUGHT HAVING A MASK MAKING PARTY AT JOANN FABRICS WAS A GOOD IDEA I HATE RICH PEOPLE,Des Moines Iowa
adweyrh,1132677689754705920,"I’ve done like 4 hair treatments, exfoliated like 3 times, and now I’m proceeding to apply my 3rd face mask. So much fucking free time.","Boston, MA"
NdimUnyoko,1242410022103113728,RT @NdimUnyoko: Let me be your face mask... https://t.co/FnTdurORgT,"In Your Mind, Rent Free"
Steven_iDESIGN,895005588526047233,Great job Dean!,"SoCal, USA"
ChadShaft,30760063,@ClassicGIJoe Always reminds me of the Jackhammer from MASK. https://t.co/zJxtoc5Meh,The 856
jezzebelle277,2946837395,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,everywhere
singhalrajat,48873349,@onlyyoontv hey Eunice saw you on fast money .. no mask!! Good to see the changes.,"Wesley Chapel, FL"
MommaFPS,853599500077858818,I think I found a mask I can use at work ! https://t.co/1gGm2tHizy,"Texas, USA"
10TechPro,1208128613574496257,"@USATODAY Stay home, here are the mask reviews and health tips! Everyone keeps safe! - https://t.co/mfCWWR0rmz",New York
Jenkusch,2974857848,"@GreatWhiteShrk1 @NYGovCuomo You first- take off your mask, donate your tp, take public transit and work extra shifts.", Michigan
Zaddy_Clinton,2684705924,RT @kng_Jekonmor: I'm done with these people 😂,"Abuja, Nigeria"
tadziomoes,1090884776624603136,Hooded-eye cant breathe,Lido di Venezia
gemma_stafford,422141684,👍🏻🙌🏻 your hard work and dedication is appreciated by all of us. #fantasticfacilities #onenbt #MatMan,"South West, England"
Hosannahh_,892242427364429824,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Gaborone, Botswana"
SummerLou10,338546333,If anyone actually wants to protect themselves against the virus - it’s a FFP3 mask x,"Bristol, England"
WeaponOutfitter,150817618,"@PeterCarangelo When I got soccer moms asking for pro mask guidance on my FB business page, it know it's jumped the shark.","Seattle, WA"
gurnaazmalhi,1193209585986916355,"Hair mask, face mask, self-care kinda day 🧖🏼‍♀️💅🏼",vancouver ⇄ houston
Queen__Kammie,931883843623284736,RT @SuperDuperGi: Kendrick On Mask Off Remix,"Charlotte, NC"
AngryAria,4410507322,@CronusofASoul So THIS is what Holmes was referencing with his lucha mask in Quetzalcoatl’s interlude,"Kitadaito-son, Okinawa"
NightErrantry,25218102,Cute anime girl comics &amp; my wife letting me know that she's grocery shopping (wearing mask &amp; glasses ofc) reminds me that it not all bad,"Evergreen Fireside , Faewood"
goldenhallows,3236584260,RT @fullmoon_yh: Please guys? i'm not sell it!!! I will give it for free,you make us stay 🇵🇭🇦🇺
G8rGirl1,23636860,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Chewin on a honeysuckle vine
KarenRaymespo5,2723769946,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Idaho, USA"
LFS1776,1008492163,WITH A MASK OVER HIS FACE. HA HA HA HA HA,"Texas, USA"
trey_forde,4253794637,"these hoes fighting with mask on 😂😭
 https://t.co/Pnxez4wSZm","New York, NY"
moshotelli,2900187647,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"London, England"
FLDemARNP,286664963,"RT @HellBentVet: Good news
Beautiful group of Heroes 

I will take all the positive I can get https://t.co/YBDrHysVQ0",United States
RoesleinMichael,2915647823,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"St Louis, MO"
BeautyBind,149751818,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,On The Set 
SWIMKILLS,237546280,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,The Rotten Apple
WiIl2win,53105868,hmmm.... sounds like what happened to @JussieSmollett,"Lemoore, CA"
CafeConversa,75343581,RT @DeathWishCoffee: At home self-care tip: coffee makes for a great face mask,Brasília - Brasil
etz_bj,2802180429,"@Dlaureate The werey opened mask and sneezed, these people don’t have sense","Lagos, Nigeria"
TagYoureIt11,16631938,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Arkansas, USA"
JumptyTrumpty,1025394875901112320,"If I wake up and see my doctor wearing a purple 3D printed mask with a napkin fitted into it, someone is going to get a foot in their ass.",MI-8th
Velvet_Swing,800856037846753280,Washington companies step up! 👍👍👍,"Seattle, WA"
WOsrin,1240744917439262727,Dr Birx Fashion Statement Today:her scarf easily converts into a MASK @MSNBC @ABC @NBCNews @CBSNews @CNN,West Kendall FL
Zioinfiltration,1033168140149116928,"RT @AndySlo30293431: @atthewellwoman @Jeffcam1263 Here is the whole conspiracy and plan in one article;

https://t.co/EWfgdpZb8c",United States
Zaddy_Clinton,2684705924,RT @itz_wils: Who did this to us???,"Abuja, Nigeria"
adigunojosipe,86916041,As in ehen.......some of this senators don't have a clue bout what's going on,Lagos
jchaven,10193642,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"High Point, NC, US"
jhodd69,2931588850,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Newfoundland
LauraSteckley,529422422,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,Scotland
stephchiadi,1026881396982329345,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
hkeller812,14585450,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Indianapolis, IN"
tubegrrl,23817161,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Shaw, St. Louis, Missouri, USA"
Craventweets,1469536850,"RT @SirajAHashmi: *receives mask*

""why is this all leather and have a zipper?""",North Canton
MontyGibson1,168542234,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Burlington, Ontario"
lannafoster,950132952100347904,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Los Angeles, CA"
cactusoppa,3172178568,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,satans butthole
sforsony,784065829017051136,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Washington, USA"
linkbun,1074242740806811648,RT @trforceprincess: (game; majora's mask (n64 version)) https://t.co/hoVtOH05CC,Skyloft
Cailey_Coppola,372455858,"RT @aniceburrito: many people are going “mask off” when they should remain mask on, due to the deadly airborne viral pandemic","Connecticut, USA"
sofiavil_,788758987265236994,"I'm in a weird mood. I have a Spiderman mask on my desk, wigs just sitting on the floor, and my suit is ready to be worn.",far far away
dewums,806880572794667008,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigerian
Luchy4reall,756548614588133377,"RT @Tobbsticks: Went to get Face mask and gloves, and I saw these https://t.co/HIWAFXiNGr",Ukraine
_palmerinn,1148039814173712384,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Riverside, CA"
CronusofASoul,176004855,@AngryAria so this mask has gotten around,"Brampton, ON"
Mizz_Jonass,201448000,RT @NdimUnyoko: Let me be your face mask... https://t.co/FnTdurORgT,"eKapa, ZA / eSlandan, ZA"
AimeeMarry,124069588,Using some @YanksAreComing gear for a face mask. https://t.co/9V4FTTpMOg,🇺🇸
u_do_u_girl,117245074,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,East Coast
johnmbithi13,517949999,"RT @OloriOfOloris: Stop wearing face mask if you’re not infected, it’s ghetto af. https://t.co/YMlqs1BOrj",Africa
skibabet,2900636504,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Virginia, USA"
aniekan_ae,1101189763544035329,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,Shangri-La
BrosManney,828712500912873473,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria "
Majin__Boo,116810649,@IGot5ForGas 3D print a gas mask 😤,HTX
johndmtb,244973299,RT @marcus94543161: Designer face mask!,UK
DeltonMandengu,1181745950869659648,RT @SenzanjeBrendon: Zim oans will literally call you “Chibaba che health” if they see you wearing a mask and gloves,Zimbabwe
cat_joba,1227009585254412288,@MittRomney Go vote!! Wear a mask&amp; gloves but go vote,New jersey
thiccc_joon,4491864672,@Iustintro Is that person  wearing a mask?,Namjoon Tiddes
Zaddy_Clinton,2684705924,RT @IkegwuonuChidi3: I wonder what qualifications is required before one is made a senator or minister or any government position,"Abuja, Nigeria"
renamorado95,224281386,@RepMattGaetz Go put on your gas mask again and hide in a closet and let the real Congress people do their jobs.,"Miami, Florida"
movicworld,1033038852,Ask him what's d essence of Nose mask? @NGRSenate,nigeria
KevinMcGilly,803801574,@JohnRossMD @hammy_alexander @DavidGLevangie @AndrewBerkshire Maybe if it was the absolute last mask in Massachusetts.,Washington D.C.
ceribethlem,450769232,@NewsatTwm @Dai_alectic And a mask from Ammanford. These are dark days.,Dyfed
syzygyrior,2874613563,@kirinwitch if i do not get that fox mask within the week i WILL cry,"🏳️‍⚧️☭🏴  mira, 25, she/her, MA"
rsuppan31,998638765253038082,"@yashar I have to go tomorrow to the grocery, but I will be wearing a mask and gloves.","Ohio, USA"
YurVillagePple,2247067028,Looking for face mask to prevent myself from contacting Covid19,Lagos
EB1Network,912089688957243392,Future - Mask Off,United States
zeeman4,44177991,"hilarious ... and sadly, true.","Bellevue, WA"
_sarasmithhh,324510285,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,210/802
wolowsjs,18011146,@realDonaldTrump I guess that's why a $4.50 mask is selling for $8.00 .You are an Idiot.,"Buffalo, NY"
bdowns328,2826776275,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Phoenix, AZ"
Buyerxpo_com,200748019,"Activated Carbon Filter Mask Filters Breathing Insert Protective Mouth Mask Filter
#mask #virus #protector
https://t.co/fHKi3Htdcx",NYC
nuraimiatika93,1242087358364700672,RT @KKMPutrajaya: Not everyone needs a mask. https://t.co/AojAPa18FO,"Seremban, Negeri Sembilan"
kytxcbs19,30002837,A Longview nurse who is also a seamstress is doing her part to combat the mask shortage amid the COVID-19 outbreak. https://t.co/eheRzWqUH1,East Texas
Pamela_M47,1160560494937174019,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Washington, USA"
karfus,47845278,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Austin, Texas"
CapitalistAY,1190781517,RT @therealdaddymo1: Improvisation - Mens underwear used as a face mask to protect against the coronavirus 😷 https://t.co/ZiPlGYMAZJ,Nigeria
ObserverOMallow,1226033188193099776,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Earth
lilcauliflower_,2344210174,RT @imnotgothicc: me being a face mask for my boyfriend so he doesn’t get sick 🥺👉👈 https://t.co/8NHzO5FBXS,"Maryland, USA"
steve_rinaldi,710137525,RT @AirMedToday: The N95 mask: The untold origin story - Fast Company https://t.co/JBrmTzaYCs,NC
eon_kain,3260472578,RT @Puzenketsu: #foodpanda trusty delivery Don't forget to wear a mask https://t.co/SXKT8veMa3,"Georgia, USA"
enzigurlie,1115076017763176448,@_annnnnnna MASK YOURSELF OR DO IT FROM HOME 🥺 B CAREFUL HE OLD ASF,good question!
Zaddy_Clinton,2684705924,RT @IbkDaGreatest: Comedy Central 😂🤦🏾‍♂️,"Abuja, Nigeria"
dave_dlt,1652253570,@drmdsmith Mike! Working on a prototype mask. Will update,"South East, England"
GregPillhofer,47185404,@threader_app compile,"Johannesburg, South Africa"
forshumsangt,1219727514542755840,"RT @AndySlo30293431: @atthewellwoman @Jeffcam1263 Here is the whole conspiracy and plan in one article;

https://t.co/EWfgdpZb8c",your attic........bwahahaha😜
ALINAOROUT,1223768193791070209,clown mask stays on during sex,she/whore | 19
FredPhilpJr,802564159456104450,These mask and gloves starting to look a little elitist.,NJ/NYC
WHITE72MAN,26517251,@duty2warn hope ur dick falls off ASAP,North Carolina USA
Keith_Fenwick,102305796,"Proud of my daughter, Hannah, donning mask and gloves to deliver essentials to a vulnerable member of our community. https://t.co/DQECSQXTSO","Devon, United Kingdom"
annesplains,1638814567,They're basically Mask Off at this point but I feel like we're *thisclose* to just saying it,Galaxy Cauldron
OliverRawashde1,1167029276043927552,😂 😂 😂 what a disappointment that must have been!,"Brisbane, Qld, Australia"
proadstudio,28623510,"Yeah, where can I sign up for a mask? 🙋🏻‍♂️😷
#TrumpVirus
#TaintMyPresident",Los Angeles
JeffC1964,1159808163820003328,RT @MAGAGIRL4LYF: Can yall see this?,"Texas, USA"
GoddessLolaa,847684484652605440,I WILL BE DOING SESSIONS IN MY MASK 😷😂,"Washington, DC"
Zaddy_Clinton,2684705924,RT @uncle_freeze: We have animals in Nigeria politics,"Abuja, Nigeria"
Yeezahr,1169294763352350726,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Ibadan
oludayo_mide,433876487,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria
kencasey,20419501,"@anaskewauthor Home-school, call center, mask-making",eastern U. S.
iam_beni,121354353,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH, 
dogdrool23,1446980180,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,US
hear_learn,789897069087469569,"“Altoids, because you can smell your own breath in an N95 mask.” #Coronavirusadslogan https://t.co/2uu0hICuqc",She/Her
HafsiSi_,1207085623,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Oval Office
black____bile,1165399907857047553,Shocked when I read Mishima's confessions of a mask and half of the book was just about jerking off to some guy's hairy armpits,wouldnt you like to know??????
ItsNinaSim,192300884,you shoulda slapped the shit outta her,Chicago 
bbylayaaa,956049617598197760,RT @Kashionn: Y’all look dumb as shit with gloves and a mask on. Literally just transferring germs.,"Orlando, FL"
_blakdave,143392652,Weyrey lawon people yi sha. Chai! 🤦🏿‍♂️,Nigeria
Stephanieof3,33585290,This is fact. Democrat voters need to research and stop believing headlines.,"Texas, USA"
freyjaisawolf,277148405,My ex husband most probably.,"London, UK"
smtm__LFC75,1115347799841943553,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,The Pesky Redders
defenderdoug,24613806,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Northern California
cstevens338,580461475,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Hamilton, OH"
fesadim,2603179178,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,lagos
JIAE78888883,1241453643989053440,RT @ALINAOROUT: clown mask stays on during sex,she/her + 22
hensleyamandar,2296868364,AND she’s wearing a mask. JUST PUT HER ON THE TEAM!,"Ashland, KY"
Zaddy_Clinton,2684705924,RT @kaytiki: Nasarawa People should come and carry their Senetor 😄😄😄,"Abuja, Nigeria"
Wardah_abbas,4783206301,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Nigeria
ochiki_,845640996193030145,"RT @OloriOfOloris: Stop wearing face mask if you’re not infected, it’s ghetto af.",Nigeria
rondonharper,433793668,"RT @MeowyMc: Dr. Fauci unveils a mask that could save millions of lives! 
#NotDying4WallStreet #Fauci #TrumpLiesAmericansDie https://t.co/a…","Rochester, MN"
Iraborchijioke,1094774047857168385,"Cogent question, you just asked... Bro",Globally Roaming
T2ishere,1104430981287763968,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,United States
DemiShogun,1199102566224867328,"if any of my friends want this dog mask, hmu  #AnimalCrossing #ACNH #NintendoSwitch https://t.co/haXpy7EAKj",He/They
heswithljp,482619293,"first day of work since everything escalated today, hope i dont get any smack from wearing a mask lol","melb, liam follows"
aaronwhatsgood,1242216552843431941,RT @ALINAOROUT: clown mask stays on during sex,he / him + record seller
imsupacool_YS,709908864888610816,Fuck it mask off..,NSFW
____TRC____,1061986591,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,Muerto Rico
anne_pinney,1128428036229976064,Toes Before Bros Foot Mask https://t.co/6u4kcPqeyT,"Vancouver, WA"
mykalsteppa,1142797912088489985,RT @2k_facescans: New mask HMU if u want a scan https://t.co/ilXYwXQL3C,Jamaica
FiyahhhRedd_,326038090,Baby @aarielleamaya @DKior_ Saturday we sitting at a social distance with a mask on ENJOYING THE CRAWFISH,.муωσяℓ∂
mickekock1,290322085,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Laesoe Island, Denmark"
