Username,Id,Tweet
yeshiv03,74935478,RT @nagarjund: Congress MLA Dr Ranganath made sure every MLA entering Vidhan Soudha wore a N95 mask. #COVID19outbreak https://t.co/zdCFq2Ow…
NAZHlWA,3314464902,"RT @kimyaqee2: No one :

HPHS70,882367841969860608,RT @Blue2Reaganite: This is probably the worst Twitter lefty lie tale I’ve ever read. Holy shit.,United States
WandaPeck,495294320,RT @SiCk_DiAbLo: Did the Obama Administration Leave the N95 Mask Inventory Depleted?  https://t.co/mMIaDqXNQh,Florida
WakoChemicalsUS,1712764081,Way to go Hokies!,"Richmond, VA"
shysworld902,1120483156761538560,Y’all gotta start knocking ppl tf out.,902
milkoohun,930152775945805824,"RT @maithism: Moon Jin having Kook’s bunny mask, Namu Namjoon ain’t impressed https://t.co/hYT8hlvnju",134340
kevinsylvestar,338650165,RT @thecableng: VIDEO: Laughter as senator removes face mask to sneeze https://t.co/jfwVmcoEuL via @thecableng https://t.co/O70pwYULOY,Prosperity
RickiRoma,138928154,I wish you guys would stop lying for ur followers,27.7 miles south of chicago 
sani_atk,461088350,RT @youngy18: ‼ Use a face mask or scarf to keep you nose and mouth covered.,"Kaduna, Nigeria"
TAJMONT01,3027336801,"RT @XXL: Juice Wrld and Ski Mask The Slump God flowin’ on the tour bus 🚎

https://t.co/p45qVt6O5E",Mo city
StNaija,468399567,I commend the Lagos state officials for responsible non mask usage..,Earth
TheEnoOkon,3309376745,@TundeTASH See face mask with swag😎... No way for Cov19...,"Greater Accra, Ghana"
adenijioluwaf14,709817874890686464,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,"Lagos, Nigeria"
bigeric222,1093860137717153792,"RT @withyogurl: Her first time on camera 📸 nasty 19
 I can’t really use my tongue with this mask 🤦🏾‍♂️ https://t.co/BZ8WkBkTVQ","Fort Washington, MD"
amehhful,203205962,"Relaxing after a long day at work with a @LushLtd face mask, kindly gifted by some of their staff to our M&amp;S staff ❤️",Darnassus
greedypigz,49825019,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,Floriduh
anik1968,560707426,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Ottawa, Ontario"
i_lenox,24653628,RT @therealdaddymo1: This one removes his face mask and sneezed. Oluwa pls what is happening? 😩🤦🏾‍♂️🙄😷  https://t.co/CO24xhDcpH,Where ever i need to be
luckyleprehaun1,2735914457,"Brilliant.
Designer Face Mask!","East, England"
CodyTatman,10572992,"In public with a mask on like

#NowPlaying ""I Don't Fuck With You"" by Big Sean, E-40 on @TIDAL 

 https://t.co/zjmHT8LJtq",🗺
realRUDEatitude,389733428,"Why yo ass need a face mask?
All them damn blemishes","Indiana, USA"
rodneytalley,76804908,"As soon as you think it’s okay, to take off your mask, somebody coughs! 😷",Sept 17
Hakuna_MMT,858012741671505920,"@skyIany relax, im wearing a mask 😎",He//Him
HannahBearTTV,1181419418854797317,@xgwave I don’t even know how I got this mask LMAO I think it was from a balloon but I love it,"Kansas City, Missouri"
snkwriter,771691171139743744,RT @duty2warn: BREAKING: Fauci discusses new life-saving face mask. https://t.co/qA09uUjbXC,"Atlanta, GA"
Nagisasbitch,756630072606461952,@lljustice2 @MarkYetter Will this make items like abyssal mask more useful in your opinion?,Liverpool
sosakeepit300,728221502177460225,A man cane to my job wearing a mask but touching everything like whaaa,"Fort Carson, CO"
RayHarwick,725044939218948101,"@davidmackau I wasn't, until now, aware of a face mask fetish.","California, USA"
panich52,362149323,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,SW PA
argubrig1,731940072451407873,RT @stonecold2050: BREAKING: Fauci discusses new life-saving face mask. https://t.co/1eRcu5RfDg,"Illinois, USA"
